Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Year,Month,Day,Temperature_orig,Humidity_orig,Wind_Speed_orig,Soil_Quality_orig
Wheat,Sandy,6.75,30,70,13,55.00000000000001,40.0,27.0,36,2023,3,18,30.023143591831914,69.97685640816809,12.975755915082123,35.58333333333333
Wheat,Peaty,5.5,15,80,13,60.50000000000001,45.0,31.5,23,2022,9,5,15.088216757499726,80.0,12.695711709075098,22.83333333333333
Sugarcane,Clay,6.25,32,68,8,78.0,60.0,48.0,54,2022,7,24,31.923850119307804,68.0761498806922,7.732162327665797,54.25
Rice,Loamy,6.5,26,74,6,91.0,72.0,55.00000000000001,73,2016,4,7,25.9183204656407,74.0816795343593,5.99410811527331,72.66666666666667
Rice,Clay,6.25,19,80,7,78.0,60.0,44.0,53,2018,10,11,19.307073694886693,80.0,7.449217084617993,53.08333333333333
Soybean,Loamy,6.5,17,80,4,63.0,60.0,55.00000000000001,59,2019,10,26,17.25340344085169,80.0,4.103491362799919,59.333333333333336
Corn,Sandy,6.75,28,72,8,60.0,44.0,30.0,39,2022,9,7,27.813119140773143,72.18688085922685,8.457466882449987,39.08333333333333
Wheat,Peaty,5.5,21,79,4,60.50000000000001,45.0,31.5,23,2022,11,22,20.68406602794361,79.31593397205638,4.308835653187712,22.83333333333333
Tomato,Clay,6.25,14,80,11,60.0,45.0,40.0,42,2019,3,7,14.411598950884724,80.0,10.534992115783792,42.29166666666667
Potato,Sandy,6.75,19,80,9,55.00000000000001,40.0,27.0,36,2018,12,10,19.499210011365065,80.0,8.59854134546269,35.58333333333333
Tomato,Peaty,5.5,19,80,8,55.0,40.5,35.0,22,2019,9,19,18.64041082117197,80.0,7.795212024032219,21.75
Soybean,Clay,6.25,36,64,13,54.0,50.0,44.0,43,2015,7,23,35.50514911122473,64.49485088877526,13.12995704343939,43.16666666666667
Tomato,Sandy,6.75,13,80,9,50.0,36.0,30.0,34,2020,10,28,13.144289393522367,80.0,8.859843522687173,33.83333333333333
Barley,Sandy,6.75,27,73,11,50.0,40.0,30.0,35,2014,6,7,27.23193785212297,72.76806214787703,11.085285976311551,35.0
Rice,Sandy,6.75,25,75,11,65.0,48.0,33.0,43,2023,4,27,25.145466550784374,74.85453344921562,10.925472865579136,42.58333333333333
Sunflower,Peaty,5.5,22,78,13,55.0,49.50000000000001,38.5,24,2021,4,10,21.69841763504577,78.30158236495423,12.839052412204664,23.83333333333333
Cotton,Loamy,6.5,24,76,11,77.0,66.0,60.0,68,2016,4,4,24.35348807506476,75.64651192493524,11.287172478848875,67.66666666666667
Rice,Peaty,5.5,22,78,7,71.5,54.0,38.5,27,2014,5,6,21.56831576532588,78.43168423467412,7.469795354628887,27.33333333333333
Wheat,Clay,6.25,23,77,12,66.0,50.0,36.0,44,2014,2,3,22.57258781294791,77.42741218705208,12.31924956753258,44.33333333333333
Sunflower,Clay,6.25,21,79,12,60.0,55.00000000000001,44.0,46,2015,9,29,20.5713261503166,79.4286738496834,12.063035078428843,46.375
Barley,Sandy,6.75,16,80,12,50.0,40.0,30.0,35,2019,10,4,15.682713702634665,80.0,11.605753231419506,35.0
Rice,Sandy,6.75,18,80,11,65.0,48.0,33.0,43,2019,2,25,18.04042072306877,80.0,11.134961904265696,42.58333333333333
Soybean,Loamy,6.5,42,58,8,63.0,60.0,55.00000000000001,59,2019,6,17,41.8865670379025,58.1134329620975,8.215933709415808,59.333333333333336
Rice,Loamy,6.5,15,80,16,91.0,72.0,55.00000000000001,73,2014,11,30,15.49534527575316,80.0,16.255373383831095,72.66666666666667
Barley,Clay,6.25,27,73,8,60.0,50.0,40.0,44,2022,9,27,26.701542111341965,73.29845788865804,8.06742561132975,43.75
Sunflower,Loamy,6.5,5,80,10,70.0,66.0,55.00000000000001,64,2016,1,20,4.846085009375544,80.0,9.953701840945072,63.66666666666666
Rice,Peaty,5.5,24,76,6,71.5,54.0,38.5,27,2020,7,7,23.574881722814304,76.4251182771857,6.241800176946198,27.33333333333333
Barley,Clay,6.25,39,61,8,60.0,50.0,40.0,44,2023,6,28,39.05516453613392,60.944835463866085,7.987698225923294,43.75
Corn,Clay,6.25,23,77,8,72.0,55.00000000000001,40.0,49,2023,10,23,23.371063857571578,76.62893614242842,7.6512593621406175,48.70833333333333
Corn,Peaty,5.5,11,80,8,66.0,49.50000000000001,35.0,25,2021,1,7,10.513177247767723,80.0,8.15625942913218,25.08333333333333
Barley,Saline,8.0,39,61,10,65.0,55.0,45.0,14,2021,7,17,39.36644540004684,60.633554599953165,9.702516066220822,13.75
Barley,Clay,6.25,17,80,9,60.0,50.0,40.0,44,2017,11,16,16.658690404664583,80.0,8.698102088331652,43.75
Sugarcane,Loamy,6.5,35,65,11,91.0,72.0,60.0,74,2023,8,11,35.47671437032557,64.52328562967443,11.210532308334216,74.33333333333333
Cotton,Saline,8.0,16,80,9,71.5,60.50000000000001,54.0,16,2015,9,10,16.236679208813907,80.0,9.464984837515845,15.5
Soybean,Clay,6.25,23,77,5,54.0,50.0,44.0,43,2015,4,19,23.43293124411437,76.56706875588563,5.335455607149028,43.16666666666667
Tomato,Clay,6.25,29,71,11,60.0,45.0,40.0,42,2022,3,1,29.2778256436818,70.72217435631819,10.82781367478271,42.29166666666667
Cotton,Loamy,6.5,35,65,12,77.0,66.0,60.0,68,2018,8,8,35.332921956772914,64.6670780432271,12.427938081015396,67.66666666666667
Potato,Loamy,6.5,44,56,8,77.0,60.0,45.0,61,2014,6,16,43.53664904779612,56.46335095220388,7.687543591813932,60.66666666666666
Tomato,Saline,8.0,34,66,4,65.0,49.5,45.0,13,2020,6,1,33.88923271305416,66.11076728694584,4.276447003146509,13.291666666666666
Sunflower,Clay,6.25,13,80,12,60.0,55.00000000000001,44.0,46,2020,12,21,13.224915141654932,80.0,11.885805907581483,46.375
Cotton,Peaty,5.5,37,63,10,60.50000000000001,49.50000000000001,42.0,25,2014,7,29,36.97769077255455,63.022309227445454,10.301358851356344,25.33333333333333
Sugarcane,Saline,8.0,23,77,10,84.5,66.0,54.0,17,2020,10,13,22.796802567257576,77.20319743274243,10.004471757709943,17.041666666666668
Rice,Sandy,6.75,12,80,8,65.0,48.0,33.0,43,2015,1,25,11.531573054016302,80.0,8.239521089379124,42.58333333333333
Barley,Clay,6.25,27,73,10,60.0,50.0,40.0,44,2015,7,6,27.38897347537073,72.61102652462927,10.213856708579526,43.75
Potato,Loamy,6.5,23,77,15,77.0,60.0,45.0,61,2019,11,1,22.59492698200439,77.4050730179956,15.242401082475151,60.66666666666666
Cotton,Saline,8.0,22,78,13,71.5,60.50000000000001,54.0,16,2014,9,1,22.360057157314408,77.6399428426856,13.173882141516378,15.5
Rice,Sandy,6.75,33,67,17,65.0,48.0,33.0,43,2018,8,19,32.566135286619954,67.43386471338005,16.581210773142793,42.58333333333333
Rice,Sandy,6.75,45,55,9,65.0,48.0,33.0,43,2020,7,27,45.29491449043604,54.70508550956396,8.703810497753429,42.58333333333333
Tomato,Sandy,6.75,26,74,10,50.0,36.0,30.0,34,2019,1,19,25.534474152707663,74.46552584729233,10.353129620043957,33.83333333333333
Cotton,Loamy,6.5,17,80,10,77.0,66.0,60.0,68,2022,10,29,17.270840752046674,80.0,10.278822042209988,67.66666666666667
Corn,Saline,8.0,18,80,14,78.0,60.50000000000001,45.0,15,2022,9,24,17.770679622192926,80.0,13.93213919184822,15.291666666666666
Cotton,Saline,8.0,24,76,5,71.5,60.50000000000001,54.0,16,2019,8,29,23.910453382457128,76.08954661754288,5.160753517388312,15.5
Potato,Clay,6.25,33,67,10,66.0,50.0,36.0,44,2020,6,23,33.07677638081333,66.92322361918667,9.893619359454853,44.33333333333333
Potato,Peaty,5.5,27,73,13,60.50000000000001,45.0,31.5,23,2014,9,30,27.15311102864272,72.84688897135729,13.131870424027358,22.83333333333333
Sunflower,Clay,6.25,9,80,9,60.0,55.00000000000001,44.0,46,2022,9,20,8.536387398865768,80.0,8.850557726580972,46.375
Rice,Sandy,6.75,34,66,10,65.0,48.0,33.0,43,2015,8,6,34.21827413250407,65.78172586749594,10.11571972592876,42.58333333333333
Sugarcane,Clay,6.25,30,70,15,78.0,60.0,48.0,54,2019,9,8,30.325971073419176,69.67402892658083,15.489982085724437,54.25
Potato,Clay,6.25,26,74,10,66.0,50.0,36.0,44,2022,3,14,26.317501110182484,73.68249888981751,9.988420623040952,44.33333333333333
Cotton,Loamy,6.5,17,80,9,77.0,66.0,60.0,68,2020,9,18,16.91288953730848,80.0,9.344980073482866,67.66666666666667
Tomato,Clay,6.25,32,68,8,60.0,45.0,40.0,42,2014,5,28,32.15962086970376,67.84037913029624,7.512672458097864,42.29166666666667
Corn,Saline,8.0,16,80,10,78.0,60.50000000000001,45.0,15,2019,12,18,15.52749732929212,80.0,9.809031769807987,15.291666666666666
Corn,Sandy,6.75,21,79,12,60.0,44.0,30.0,39,2017,9,2,20.920066500281163,79.07993349971883,11.62530404589415,39.08333333333333
Rice,Saline,8.0,32,68,14,84.5,66.0,49.50000000000001,17,2017,9,24,32.4459015620802,67.5540984379198,14.167140542080624,16.666666666666668
Soybean,Loamy,6.5,37,63,12,63.0,60.0,55.00000000000001,59,2017,6,14,36.590057463337565,63.40994253666244,11.773235429519024,59.333333333333336
Cotton,Sandy,6.75,12,80,6,55.00000000000001,44.0,36.0,39,2020,1,22,12.337876452857603,80.0,6.143087729909344,39.375
Potato,Clay,6.25,40,60,9,66.0,50.0,36.0,44,2017,7,15,39.61522928506233,60.38477071493767,9.450363254189124,44.33333333333333
Tomato,Peaty,5.5,32,68,9,55.0,40.5,35.0,22,2023,7,12,32.068925901167674,67.93107409883233,9.0937470727893,21.75
Sunflower,Clay,6.25,29,71,7,60.0,55.00000000000001,44.0,46,2018,3,25,28.95334618486136,71.04665381513864,7.101493835593395,46.375
Corn,Peaty,5.5,4,80,11,66.0,49.50000000000001,35.0,25,2014,2,6,4.235547035237586,80.0,11.095902979065366,25.08333333333333
Rice,Loamy,6.5,32,68,8,91.0,72.0,55.00000000000001,73,2022,8,29,32.39158262766918,67.60841737233082,7.59430706755013,72.66666666666667
Soybean,Sandy,6.75,13,80,12,45.0,40.0,33.0,34,2017,3,29,13.483146338237924,80.0,11.773632453870906,34.41666666666667
Corn,Clay,6.25,37,63,14,72.0,55.00000000000001,40.0,49,2014,8,5,37.38469484271023,62.61530515728977,13.856746703085038,48.70833333333333
Soybean,Peaty,5.5,14,80,11,49.5,45.0,38.5,22,2015,10,30,14.433585253705452,80.0,11.315147912532693,22.166666666666668
Rice,Sandy,6.75,12,80,9,65.0,48.0,33.0,43,2023,1,19,12.127699613198304,80.0,8.875369465502748,42.58333333333333
Tomato,Peaty,5.5,20,80,9,55.0,40.5,35.0,22,2023,1,19,19.54583121072009,80.0,8.747023938813225,21.75
Tomato,Peaty,5.5,21,79,4,55.0,40.5,35.0,22,2021,5,19,21.10299385360887,78.89700614639113,4.329777371578431,21.75
Sunflower,Saline,8.0,22,78,9,65.0,60.50000000000001,49.50000000000001,15,2014,3,18,21.751173865758663,78.24882613424134,8.538391236415219,14.583333333333334
Tomato,Peaty,5.5,42,58,10,55.0,40.5,35.0,22,2019,6,13,41.90117419450991,58.098825805490094,10.407902126352305,21.75
Cotton,Sandy,6.75,17,80,9,55.00000000000001,44.0,36.0,39,2023,1,1,17.251130199415314,80.0,9.49136686825492,39.375
Cotton,Loamy,6.5,33,67,14,77.0,66.0,60.0,68,2022,7,10,33.0448319954929,66.9551680045071,13.616024683403973,67.66666666666667
Sugarcane,Loamy,6.5,15,80,10,91.0,72.0,60.0,74,2016,12,2,15.237487186680534,80.0,9.887317646874736,74.33333333333333
Rice,Loamy,6.5,35,65,8,91.0,72.0,55.00000000000001,73,2023,6,30,35.383703492188054,64.61629650781194,8.057680394239831,72.66666666666667
Potato,Clay,6.25,39,61,5,66.0,50.0,36.0,44,2018,7,17,38.94430998275152,61.05569001724848,4.707999222534308,44.33333333333333
Corn,Clay,6.25,7,80,13,72.0,55.00000000000001,40.0,49,2016,1,15,7.089837112159223,80.0,12.885953878063583,48.70833333333333
Barley,Clay,6.25,26,74,5,60.0,50.0,40.0,44,2016,1,25,25.514143726888538,74.48585627311147,4.537449583246316,43.75
Tomato,Sandy,6.75,21,79,6,50.0,36.0,30.0,34,2017,1,3,21.249954803513347,78.75004519648665,6.492950849157454,33.83333333333333
Tomato,Saline,8.0,24,76,11,65.0,49.5,45.0,13,2015,5,29,24.150104068945343,75.84989593105465,10.69397828302963,13.291666666666666
Barley,Saline,8.0,25,75,8,65.0,55.0,45.0,14,2017,3,26,25.29034492530288,74.70965507469711,8.390276978497688,13.75
Soybean,Loamy,6.5,16,80,8,63.0,60.0,55.00000000000001,59,2020,12,8,15.684863666996208,80.0,8.2565221228542,59.333333333333336
Potato,Peaty,5.5,18,80,13,60.50000000000001,45.0,31.5,23,2020,12,23,17.71471092461994,80.0,13.36081192495154,22.83333333333333
Cotton,Saline,8.0,43,57,8,71.5,60.50000000000001,54.0,16,2018,7,22,42.87997875696557,57.12002124303443,7.890892069892505,15.5
Tomato,Saline,8.0,13,80,14,65.0,49.5,45.0,13,2016,1,3,13.317558150128306,80.0,13.7726088118483,13.291666666666666
Cotton,Peaty,5.5,22,78,11,60.50000000000001,49.50000000000001,42.0,25,2018,3,2,21.87139850478372,78.12860149521629,11.21779314002228,25.33333333333333
Barley,Peaty,5.5,34,66,13,55.0,45.0,35.0,22,2022,7,24,34.18480864381855,65.81519135618146,13.273233910019137,22.5
Wheat,Loamy,6.5,37,63,11,77.0,60.0,45.0,61,2021,8,3,36.51269010250707,63.48730989749293,10.665676630953849,60.66666666666666
Tomato,Clay,6.25,36,64,7,60.0,45.0,40.0,42,2016,6,27,35.70397765103533,64.29602234896467,6.530692608647056,42.29166666666667
Sugarcane,Saline,8.0,13,80,17,84.5,66.0,54.0,17,2016,1,9,13.075997900848185,80.0,17.329607571542205,17.041666666666668
Wheat,Peaty,5.5,33,67,14,60.50000000000001,45.0,31.5,23,2023,6,11,32.81068786767821,67.18931213232179,13.867757933116687,22.83333333333333
Sugarcane,Loamy,6.5,22,78,10,91.0,72.0,60.0,74,2017,12,7,21.99509330777917,78.00490669222083,9.723508051235669,74.33333333333333
Soybean,Sandy,6.75,31,69,15,45.0,40.0,33.0,34,2016,8,7,31.37243079042144,68.62756920957857,14.68461706694331,34.41666666666667
Barley,Loamy,6.5,14,80,7,70.0,60.0,50.0,60,2019,5,2,14.291553057231749,80.0,6.535414010539731,60.0
Barley,Sandy,6.75,21,79,11,50.0,40.0,30.0,35,2017,9,20,20.695540211281884,79.30445978871812,10.63252992910138,35.0
Wheat,Peaty,5.5,15,80,11,60.50000000000001,45.0,31.5,23,2022,1,24,14.579213415447075,80.0,11.193814218218908,22.83333333333333
Cotton,Sandy,6.75,37,63,9,55.00000000000001,44.0,36.0,39,2016,8,23,37.25475733445143,62.745242665548574,8.657547546180684,39.375
Sugarcane,Clay,6.25,20,80,10,78.0,60.0,48.0,54,2015,11,1,20.023579804586458,79.97642019541354,10.076948647567294,54.25
Sunflower,Loamy,6.5,11,80,10,70.0,66.0,55.00000000000001,64,2015,1,13,11.281500415474085,80.0,9.750803238450198,63.66666666666666
Soybean,Saline,8.0,13,80,9,58.5,55.0,49.50000000000001,14,2019,1,4,12.880228728661873,80.0,9.203388148527646,13.583333333333334
Rice,Peaty,5.5,29,71,7,71.5,54.0,38.5,27,2018,5,17,28.83101531361758,71.16898468638242,7.378083258691632,27.33333333333333
Rice,Sandy,6.75,12,80,11,65.0,48.0,33.0,43,2017,1,14,11.937749939808285,80.0,10.515605264917024,42.58333333333333
Cotton,Loamy,6.5,28,72,11,77.0,66.0,60.0,68,2021,4,12,28.410994224084728,71.58900577591527,11.372748647494191,67.66666666666667
Rice,Saline,8.0,14,80,6,84.5,66.0,49.50000000000001,17,2016,12,17,14.024867592128937,80.0,6.027481602747926,16.666666666666668
Rice,Peaty,5.5,37,63,8,71.5,54.0,38.5,27,2018,3,15,37.15885794554808,62.84114205445192,8.475437870470206,27.33333333333333
Corn,Sandy,6.75,30,70,12,60.0,44.0,30.0,39,2021,9,14,29.663384232272527,70.33661576772747,12.116397080069822,39.08333333333333
Potato,Loamy,6.5,25,75,16,77.0,60.0,45.0,61,2016,3,25,24.928883020965632,75.07111697903437,16.301382726851557,60.66666666666666
Potato,Loamy,6.5,24,76,9,77.0,60.0,45.0,61,2015,3,6,23.562079262039514,76.43792073796048,9.379736789712188,60.66666666666666
Potato,Loamy,6.5,13,80,14,77.0,60.0,45.0,61,2018,9,22,13.128261398379609,80.0,13.92215153487246,60.66666666666666
Barley,Peaty,5.5,22,78,9,55.0,45.0,35.0,22,2019,9,30,21.62555183066241,78.3744481693376,9.106694834364031,22.5
Sunflower,Saline,8.0,24,76,8,65.0,60.50000000000001,49.50000000000001,15,2023,1,9,24.183403135509643,75.81659686449035,7.87385543475879,14.583333333333334
Soybean,Peaty,5.5,24,76,12,49.5,45.0,38.5,22,2017,1,10,23.838640053510275,76.16135994648972,11.864922888654371,22.166666666666668
Corn,Clay,6.25,16,80,10,72.0,55.00000000000001,40.0,49,2019,2,25,15.944462144080438,80.0,9.678242833157944,48.70833333333333
Barley,Saline,8.0,19,80,17,65.0,55.0,45.0,14,2014,1,16,18.8012554731768,80.0,17.16963481665497,13.75
Rice,Peaty,5.5,28,72,7,71.5,54.0,38.5,27,2019,5,15,27.880592423640262,72.11940757635973,6.625218702439585,27.33333333333333
Cotton,Sandy,6.75,37,63,6,55.00000000000001,44.0,36.0,39,2015,8,9,36.554153620069485,63.44584637993052,5.654932246125089,39.375
Barley,Saline,8.0,19,80,12,65.0,55.0,45.0,14,2023,10,16,18.54634879972707,80.0,11.848019327739763,13.75
Corn,Clay,6.25,25,75,12,72.0,55.00000000000001,40.0,49,2014,3,17,24.90753705803476,75.09246294196524,12.075429465501186,48.70833333333333
Potato,Peaty,5.5,34,66,12,60.50000000000001,45.0,31.5,23,2020,6,3,33.59655281708486,66.40344718291513,11.941651830074004,22.83333333333333
Sunflower,Loamy,6.5,44,56,8,70.0,66.0,55.00000000000001,64,2017,7,27,43.98933096890264,56.010669031097365,8.373246546729808,63.66666666666666
Barley,Peaty,5.5,24,76,15,55.0,45.0,35.0,22,2023,5,20,24.1775608356348,75.82243916436519,14.531478289847245,22.5
Corn,Saline,8.0,24,76,13,78.0,60.50000000000001,45.0,15,2014,11,21,24.37918664382852,75.62081335617148,13.01023915053502,15.291666666666666
Cotton,Saline,8.0,27,73,5,71.5,60.50000000000001,54.0,16,2018,5,18,26.6357525014907,73.3642474985093,4.740920766773625,15.5
Sunflower,Saline,8.0,32,68,13,65.0,60.50000000000001,49.50000000000001,15,2017,7,12,31.9206251479002,68.0793748520998,13.2669439082485,14.583333333333334
Tomato,Peaty,5.5,2,80,8,55.0,40.5,35.0,22,2018,2,8,1.8776946881577032,80.0,8.081481500698338,21.75
Rice,Clay,6.25,16,80,13,78.0,60.0,44.0,53,2023,11,1,15.962322560444212,80.0,12.52904987159168,53.08333333333333
Barley,Loamy,6.5,21,79,11,70.0,60.0,50.0,60,2023,5,15,21.48284750716236,78.51715249283764,10.717403507027292,60.0
Rice,Peaty,5.5,33,67,5,71.5,54.0,38.5,27,2015,3,1,33.04671687804938,66.95328312195062,4.943522821394268,27.33333333333333
Potato,Sandy,6.75,42,58,9,55.00000000000001,40.0,27.0,36,2019,7,6,42.09885332478811,57.90114667521189,8.63602284734775,35.58333333333333
Tomato,Peaty,5.5,32,68,9,55.0,40.5,35.0,22,2022,3,13,31.725390822583392,68.27460917741661,8.77965035986693,21.75
Rice,Sandy,6.75,19,80,10,65.0,48.0,33.0,43,2016,9,6,19.21642078963906,80.0,9.960705721553865,42.58333333333333
Soybean,Peaty,5.5,19,80,9,49.5,45.0,38.5,22,2023,11,22,19.03787162361641,80.0,8.943781398993153,22.166666666666668
Rice,Sandy,6.75,39,61,7,65.0,48.0,33.0,43,2023,7,31,39.047997596040986,60.95200240395901,7.085158232584296,42.58333333333333
Sugarcane,Sandy,6.75,43,57,7,65.0,48.0,36.0,43,2017,8,8,43.04791756066503,56.95208243933497,6.831317729882292,43.45833333333333
Potato,Saline,8.0,29,71,8,71.5,55.0,40.5,14,2022,5,7,28.508321112434505,71.4916788875655,7.521478968737376,13.916666666666666
Sugarcane,Loamy,6.5,35,65,10,91.0,72.0,60.0,74,2016,7,10,35.35512491448765,64.64487508551235,9.929239135384352,74.33333333333333
Sunflower,Clay,6.25,13,80,8,60.0,55.00000000000001,44.0,46,2014,12,21,12.747132692073436,80.0,8.143033591456952,46.375
Cotton,Saline,8.0,13,80,15,71.5,60.50000000000001,54.0,16,2022,2,20,13.294430491816778,80.0,14.658312961588702,15.5
Rice,Saline,8.0,19,80,7,84.5,66.0,49.50000000000001,17,2021,9,21,18.883595546279267,80.0,7.031713206134661,16.666666666666668
Barley,Sandy,6.75,23,77,13,50.0,40.0,30.0,35,2018,5,25,22.67478916807789,77.3252108319221,13.161308640022192,35.0
Wheat,Saline,8.0,29,71,14,71.5,55.0,40.5,14,2014,6,29,28.88389884969035,71.11610115030965,14.27388319623173,13.916666666666666
Cotton,Clay,6.25,34,66,17,66.0,55.00000000000001,48.0,49,2021,7,31,33.52395620228922,66.47604379771079,17.08718453806783,49.29166666666667
Soybean,Saline,8.0,38,62,12,58.5,55.0,49.50000000000001,14,2023,7,31,37.804222985503486,62.195777014496514,12.373206867476098,13.583333333333334
Corn,Peaty,5.5,26,74,7,66.0,49.50000000000001,35.0,25,2014,11,26,26.210912268467847,73.78908773153215,7.147735034248132,25.08333333333333
Tomato,Clay,6.25,22,78,8,60.0,45.0,40.0,42,2016,12,21,21.57373478989643,78.42626521010357,8.030247749913586,42.29166666666667
Sugarcane,Peaty,5.5,13,80,8,71.5,54.0,42.0,28,2021,12,6,13.332605001683785,80.0,7.997463904826854,27.916666666666668
Sugarcane,Clay,6.25,14,80,14,78.0,60.0,48.0,54,2018,2,17,13.766970389642523,80.0,13.632724207599775,54.25
Cotton,Loamy,6.5,28,72,8,77.0,66.0,60.0,68,2014,8,10,27.51785646272104,72.48214353727896,7.984947487451001,67.66666666666667
Barley,Clay,6.25,22,78,9,60.0,50.0,40.0,44,2018,11,1,21.87005525355473,78.12994474644526,9.383774141463704,43.75
Barley,Loamy,6.5,18,80,7,70.0,60.0,50.0,60,2020,5,24,17.603433205648656,80.0,7.3021013204811425,60.0
Sunflower,Loamy,6.5,18,80,4,70.0,66.0,55.00000000000001,64,2015,12,11,18.07396745445272,80.0,4.024049387770397,63.66666666666666
Tomato,Sandy,6.75,20,80,12,50.0,36.0,30.0,34,2014,9,9,19.680610835843268,80.0,11.757587585851631,33.83333333333333
Barley,Sandy,6.75,36,64,11,50.0,40.0,30.0,35,2015,7,26,36.42265833170644,63.57734166829356,10.87503039821692,35.0
Sugarcane,Clay,6.25,26,74,2,78.0,60.0,48.0,54,2021,11,12,26.023071208282943,73.97692879171706,2.3408816031947284,54.25
Soybean,Saline,8.0,21,79,11,58.5,55.0,49.50000000000001,14,2015,11,20,21.11109556699225,78.88890443300774,11.160525458600404,13.583333333333334
Potato,Sandy,6.75,25,75,14,55.00000000000001,40.0,27.0,36,2014,5,14,25.223038622171448,74.77696137782856,13.771239305443212,35.58333333333333
Sugarcane,Clay,6.25,15,80,6,78.0,60.0,48.0,54,2016,3,6,14.936623430054643,80.0,6.390193631067861,54.25
Wheat,Saline,8.0,26,74,10,71.5,55.0,40.5,14,2017,9,20,26.127647956414336,73.87235204358566,9.704863106375011,13.916666666666666
Rice,Sandy,6.75,22,78,6,65.0,48.0,33.0,43,2020,9,12,21.623073041887064,78.37692695811293,6.317155963295572,42.58333333333333
Tomato,Saline,8.0,28,72,15,65.0,49.5,45.0,13,2019,4,22,27.605360746624363,72.39463925337563,14.689151942943166,13.291666666666666
Soybean,Sandy,6.75,35,65,13,45.0,40.0,33.0,34,2020,7,23,35.13017451943728,64.86982548056272,13.447483833204362,34.41666666666667
Tomato,Clay,6.25,14,80,10,60.0,45.0,40.0,42,2019,2,21,13.941692267215616,80.0,10.27259832105191,42.29166666666667
Potato,Loamy,6.5,34,66,10,77.0,60.0,45.0,61,2019,8,14,34.37207732097742,65.62792267902259,9.90794810577897,60.66666666666666
Corn,Sandy,6.75,20,80,10,60.0,44.0,30.0,39,2022,3,31,20.29325121711282,79.70674878288717,9.790170621840865,39.08333333333333
Potato,Sandy,6.75,17,80,6,55.00000000000001,40.0,27.0,36,2020,1,2,17.315641050462936,80.0,6.423969237388553,35.58333333333333
Wheat,Peaty,5.5,16,80,11,60.50000000000001,45.0,31.5,23,2022,10,2,16.352592605989148,80.0,11.2784174621114,22.83333333333333
Sunflower,Peaty,5.5,13,80,5,55.0,49.50000000000001,38.5,24,2019,9,28,12.881259775581649,80.0,4.759729844243626,23.83333333333333
Tomato,Peaty,5.5,30,70,9,55.0,40.5,35.0,22,2021,7,5,29.77280916901313,70.22719083098687,8.780413372741878,21.75
Soybean,Clay,6.25,33,67,9,54.0,50.0,44.0,43,2017,7,21,32.697689647261114,67.30231035273889,8.984899992973807,43.16666666666667
Sunflower,Saline,8.0,18,80,9,65.0,60.50000000000001,49.50000000000001,15,2022,3,8,17.576101673609386,80.0,8.94543792584487,14.583333333333334
Potato,Sandy,6.75,17,80,9,55.00000000000001,40.0,27.0,36,2022,10,13,17.33578996540395,80.0,9.168434136461878,35.58333333333333
Barley,Clay,6.25,19,80,7,60.0,50.0,40.0,44,2023,1,15,18.56066608903761,80.0,6.710484498251786,43.75
Barley,Sandy,6.75,19,80,8,50.0,40.0,30.0,35,2023,10,2,18.72723509502752,80.0,7.688210293669373,35.0
Potato,Sandy,6.75,31,69,13,55.00000000000001,40.0,27.0,36,2015,6,15,31.389497664607195,68.61050233539281,12.917179628274214,35.58333333333333
Rice,Sandy,6.75,16,80,16,65.0,48.0,33.0,43,2022,12,10,16.433433089864398,80.0,15.729614133351662,42.58333333333333
Potato,Clay,6.25,11,80,14,66.0,50.0,36.0,44,2016,9,28,11.071374616066327,80.0,13.708076918489606,44.33333333333333
Cotton,Sandy,6.75,20,80,6,55.00000000000001,44.0,36.0,39,2017,4,13,20.13895578737558,79.86104421262442,5.938923352354111,39.375
Corn,Clay,6.25,24,76,8,72.0,55.00000000000001,40.0,49,2022,11,13,23.62361338901261,76.37638661098738,8.215239507574964,48.70833333333333
Wheat,Clay,6.25,23,77,14,66.0,50.0,36.0,44,2023,3,12,22.82948443734584,77.17051556265417,14.323826005457946,44.33333333333333
Sunflower,Loamy,6.5,22,78,4,70.0,66.0,55.00000000000001,64,2020,2,27,21.68369334394018,78.31630665605982,4.264508209482086,63.66666666666666
Cotton,Saline,8.0,22,78,12,71.5,60.50000000000001,54.0,16,2016,10,23,21.888489426470915,78.11151057352909,12.418304375112276,15.5
Rice,Peaty,5.5,11,80,12,71.5,54.0,38.5,27,2014,1,24,10.636846863144946,80.0,12.38097382594106,27.33333333333333
Rice,Saline,8.0,27,73,13,84.5,66.0,49.50000000000001,17,2023,8,2,27.157755545532453,72.84224445446755,13.158045554196391,16.666666666666668
Sunflower,Peaty,5.5,16,80,14,55.0,49.50000000000001,38.5,24,2017,1,11,16.258715313233175,80.0,13.658896024668724,23.83333333333333
Soybean,Saline,8.0,18,80,7,58.5,55.0,49.50000000000001,14,2018,3,19,18.13231961479433,80.0,7.118045401437147,13.583333333333334
Sugarcane,Saline,8.0,28,72,11,84.5,66.0,54.0,17,2023,5,4,27.688559720121543,72.31144027987845,11.363621286899551,17.041666666666668
Soybean,Clay,6.25,23,77,8,54.0,50.0,44.0,43,2021,9,26,23.030300913863687,76.96969908613632,7.63163715406556,43.16666666666667
